time,mean,max,,hor,ver,hormax,vermax
20220423_134017,0.02500239,0.19081834,0.00015159,0.006740348,-0.010508508,0.067669287,0.0454624
20220423_134017,0.02500239,0.19081834,0.00015159,0.006740348,-0.010508508,0.067669287,0.0454624
20220423_134017,0.020945814,0.059849963,0.000125548,0.003127477,-0.008176378,0.055882771,0.055374291
20220423_134017,0.020945814,0.059849963,0.000125548,0.003127477,-0.008176378,0.055882771,0.055374291
20220423_134017,0.020945814,0.059849963,0.000125548,0.003127477,-0.008176378,0.055882771,0.055374291
20220423_134017,0.026742112,0.137000337,9.86E-05,0.009571734,-0.013825963,0.074769057,0.043281548
20220423_134017,0.026742112,0.137000337,9.86E-05,0.009571734,-0.013825963,0.074769057,0.043281548
20220423_134017,0.026742112,0.137000337,9.86E-05,0.009571734,-0.013825963,0.074769057,0.043281548
20220423_134017,0.026950008,0.073460631,7.28E-05,0.007173871,-0.017625537,0.064879589,0.03457313
20220423_134017,0.026950008,0.073460631,7.28E-05,0.007173871,-0.017625537,0.064879589,0.03457313
